-aik,dollar
Flesh,Wa'qi
Gums,Kipitapi'l
Jawbones,Tukwape'kunatkw
Liver,Skun
Lungs,Wpnk
My back,Npaqm
My belly,Nmusti
My belly button,Nili
My blood,Nmal'tem
My cheeks,Nujinuan
My chest,Npuskun
My chin,Ntukape'kn
My ear,Nsituaqn
My elbow,Nusknikn
My eye,Npukwik
My eyebrows,Nitku'k
My eyelashes,Nmsikwan
My face,Nsiskw
My finger,Ntluikn
My foot,Nkat
My forehead,Ntukwejan
My hair,Nusapun
My hand,Npitn
My head,Nunji
My heart,Nkamulamun
My heel,Nqun
My kidney,Npuklukwan
My knee,Njikun
My larynx,Nsitunapi
My leg,Nkwajikn
My lip,Nsi
My mouth,Ntun
My nail,Nqusi
My neck,Nji'taqn
My nose,Nsisqun
My palm,Namiljan
My shoulder,Ntlmaqn
My stomach,Ntlamilu
My thumb,Ntijin
My toe,Npisiskunan
My tongue,Nilnu
My tooth,Nipit
My wrist,Ntankwiskank
Pit of stomach,Talsikn
Shoulder blades,Tlawk
Side of the neck,Toqluaqn
Tailbone,Sukn
Thorax,Wqutaqn
Top of head,Ke'kwatpan
Veins,Nija'qijik
Windpipe,Sike'samuti
Monday,Amskwesewey
Tuesday,Ta'puewey
Wednesday,Si'stewey
Thursday,Ne'wuwey
Friday,Kweltamultimk
Saturday,Kespitek
Sunday,Ekintie'wimk
January,Punamujuiku's
February,Apuknajit
March,Si'ko'ku's
April,Penatmuiku's
May,Etqoljewiku's
June,Nipniku's
July,Peskewiku's
August,Kisikwekewiku's
September,Wikumkewiku's
October,Wikewiku's
November,Keptekewiku's
December,Kesikewiku's
Apron,Laqpisuti
Belt,Skwisuti
Blouse,Matlet
Boots,Tepotk
Bra,Puskuney
Coat,Pitu'kn
Dress,Makkot
Fingered gloves,Najiljaqnk
Glasses,Pukikwe'l
Hat,A'kwesn
Mittens,Piljaqnk
Panties,Lasewe'l
Pants,Pita'qewe'l
Ribbon,Saklo'pi
Shawl,Sa'lewey
Shirt,A'tlai
Shoes,Wen'ju'ksnank
Short coat,Sakji'j
Skirt,Makkot
Slippers,Poqane'jk
Sock,Piskaqn
Suspenders,Laqpilaqn
Sweater,A'su'n
Toque,Siptaqu'ni
Umbrella,Poqatikney
Undershirt,Lamqwan
Black,Maqtewe'k
Blue,Musqunamu'k
Brown,Tupkwanamu'k
Copper,Smalkiewamu'k
Gold,Wisawsulieweyamu'k
Green,Stoqnamu'k
Grey,Ntlutewamu'k
Orange,Nikjawiknejewamu'k
Pink,Nijinjewamu'k
Purple,Nisqunamu'k
Red,Mekwe'k
Rust,Jjijuwaqitewamu'k
Silver,Suliewey
White,Wape'k
Wine,Maqtewimkwe'k
Yellow,Wataptek
Ask him/her,Pipanim
Ask me,Pipanimi
Bring it to me,Jukwa'tui
Calm down,Jena'si
Come back,Apaja'si
Come here,Juku'e
Come in,Piskwa'
Come with me,Wije'wi
Drink,Samqwa
Eat,Mijisi
Feed me,Sɨmi
Give it to me,Iknmui
Go home,L'mie
Go into bed,Pasma'si
Go to sleep,Ajimpa
Lay down,Lisma'si
Look at me,Ankami
Open it (animate),Panta'l
Open it (inanimate),Panta'tu
Release him/her,Ika'l
Release it,Ika'tu
Release me,Ika'li
Sit,Pa'si
Stand up,Qama'si
Throw it,Leke
Throw it to him/her,Laqtu
Walk,Llika'
You get him/her,Mnisku
You get it,Mniske'n
East,Wjipnuk
North,Oqwatnuk
South,Pkɨte'snuk
West,Tkɨsnuk
Cloud,Aluk
Dirt,Tupkwan
Earth,Wksitqamuk
Fire,Puktew
Grass,Msiku
Island,Mniku
Moon,Tepknuset
Mountain,Kmtn
River,Sipu
Rock,Kuntew
Star,Kloqowej
Sun,Na'ku'set
Water,Samqwan
He/she has faith,Ketlamite'teket
He/she insults me,Take'lit
He/she is cranky,Sikaje'k
He/she is hateful,Poqajite'tiket
He/she is jealous,Qalipu'sitat
He/she is lovesick,Netajita'sit
He/she is sensitive,Tatqe'k
He/she is unsure of self,Nutajite'lsit
I am angry,Wekayi
I am cheerful,Weljesi
I am crying,Atkitemi
I am disappointed,Takle'i
I am easily frightened,Jipaqeyi
I am happy,Welta'si
I am laughing,Weskeweyi
I am lonesome,Kiwaja'lin
I am mourning,Wenmajita'si
I am scared,We'kwata'si
I am sorry,Meskeyi
I am stubbornly giving up,Ki'katsi
I am surprised,Pa'qalayi
You despise him/her,Penoqite'lmpt
I feel sorry for him/her,Ewlite'limk
I pity them,Wenqajite'limk
You dislike something,Maskeltimn
Daughter in-law,Ntlu'sue'sk
Father in-law (modern),Niskamij
Father in-law (classic),Njilj
In-law (opposite gender),Nilmus
In-law (same gender),Nmaqtam
Man,Ji'nm
Mother in-law,Njikwi'ji'j
My aunt,Nsukwis
My boyfriend,Ntlpa'tem
My cousin,Nokomaw
My daughter,Ntus
My father,Nujj
My female friend,Nitape'skw
My friend,Nitap
My girlfriend,Ntepite'sem
My godchild,Nklnikn
My godparent,Nkekunit
My grandchild,Nuji'j
My grandfather,Niskamij
My grandmother,Nukumij
My husband,Nkisikum
My mother,Nkij
My nephew,Nuluks
My niece,Nsim
My older brother,Nsis
My older sister,Nmis
My siblings,Wejikmkik
My son,Nkwis
My uncle,Nklamuksis
My wife,Nte'pitem
My younger brother,Njiknam
My younger sister,Nkwe'ji'j
Our mother,Nkijinen
Son in-law,Ntlu'suk
Woman,E'pit
Young boy,L'patu'ji'j
Young girl,E'pite'ji'j
Young man,L'pa'tu's
Young woman,E'pite's
Apple juice,Wen'ju'su'napu
Coffee,Wikunapu
Milk,Mlakej
Tea,Pɨtewey
Water,Samqwan
Butter,Tipu'lewey
Molasses,Kastio'mi
Pepper,Te'pi'sewey
Salt,Salawey
Sugar,Sismoqn
Butter,Tipu'lewey
Cheese,Te'plma's
Milk,Mlakej
Apple,Wenju'su'n
Blackberry,Ajioqjimin
Blueberry,Pkwiman
Cherry,Maskwe's
Cranberry,Su'n
Crowberries,Kaqaju'mann
Gooseberries,Kapaqtejkl
Grape,Aloqoman
Orange,Nikjawiknej
Plum,Wenjuikoqmin
Pumpkin,Ejkuj
Raisin,Sqato'min
Raspberry,Klitaw
Strawberry,Atuomkomin
Bannock,Lusknikn
Cookies,Kakknawey
Flour,Wape'jkl
Pie,Petaqn
Porridge,Ploqn
Rice,Aptelmultimkewe'l
Yeast,Apita'taqney
Broth,Pɨtew
Chicken,Ki'kli'kwejuey
Deer meat,Lentukuey
Eel soup,Katawapu
Fat,Wikew
Fish,Nme'juey
Food,Mijipjewey
Meat,Wius
Moose meat,Tia'muey
Oil,Mimey
Pork,Kulkwi'sewey
Rabbit meat,Apli'kmujuey
Turkey,Apitapikiejit
Beans,Wikun
Carrot,Wisawipuneksit
Corn,Pie'skman
Onion,Pse'sis
Pea,Alawey
Peelings,Saqama'skwi'l
Potato,Tapatat
String beans,Pitlanji'jl
Turnip,Wen'ju'sipekn
Vegetables,Ika'taqne'l
Come in,Piskwa'
Happy birthday,Wli' ajipuna'
Hello,Kwe'
How are you?,Me' tal-wuleyn?
I am coming,Wejku'ey
I am coming from,Wejiey
I am good,Weleyi
I am great,Muskajeweyi
I am not good,Mu weleyu
I don't think so,Mu telte'tmu
I love you,Kesalul
I love you (plural),Kesaluloq
I think so,Telte'tɨm
It is not true,Mu telianuk
It is true,Teliaq
My name is,Teluisi
Okay,A'
See you later,Nmultis
Thank you (singular),Wela'lin
Thank you (plural),Wela'lioq
What is your name?,Taluisin?
Yes,E'e
New Year,Puna'ne'wimk
Epiphany,Elekewia'timk
Feeding February,Esmut Apuknajit
Groundhog Day,Mnumkwej Na'kwekkm
Valentine's Day,Kesaltultimkewey Na'kwek
Saint Patrick's Day,Pa'tliksite'wimk
April Fool's Day,Na'qatpa'ltimk Na'kwek
Mother's Day,Kijjinaq Na'kwekmuow
Father's Day,Kujjinaq Na'kwekmuow
Aboriginal Day,L'nuey Na'kwek
Saint Anne's Day,Se't A'newimk
Treaty Day,Ankukumkewey
Thanksgiving,Muiwaltimkewei
Halloween,Skɨtekmujuia'timk
Remembrance Day,Sma'knis Na'kwekkm
Christmas,Nipi Alasutmamk
Christmas,Nuelewimk
Shrove Tuesday,Maltikle'wimk
Lent,Kale'mewimk
Ash Wednesday,Tupkwa'ntimk
Palm Sunday,Pa'kiji'jewimk
Holy Thursday,Piltui Alame'sik
Good Friday,Se'sus Klujjewto's
Easter,Pa'kewimk
Pentecost Sunday,Lapa'tko'tekemk
Axe,Tmi'kn
Ball,Tu'aqn
Bed,Po'qn
Blanket,Pla'kit
Boards,Sasqe'l
Broom,Pwikney
Bucket,La'taqsun
Chair,Kutputi
Comb,Naltuko'n
Doll,Amsute'kan
Door,Ka'qn
Floor,Msaqtaqt
Fork,Sapte'kney
Hammer,Maltejjuwey
Knife,Waqn
Nail,Pleku
Pan,Kosikna'q
Photo,Napuwikaqn
Pillow,Kwa'taqn
Plate,Lasiet
Pliers,Qua'luejkl
Pot,Wow
Saw,Tma'kitaqan
Scissors,Tmatqeikn
Sharp knife,Tlawo'q
Shovel,Qaliputi
Sleigh,Tepaqn
Soap,Sispanikn
Spoon,Emqwanji'j
Table,Patawti
Toy,Papitaqn
Train,Puljain
Washbowl,Waspan
Wheelbarrow,Pumapelaqn
Window,Tuo'piti
Afton,Paqtnkek
Annapolis,Te'wapskik
Antigonish,Nalikitquniej
Arichat,Liksa'q
Baddeck,Apɨtakwik
Benacadie,Pne'katik
Big Pond,Newtipukuik
Canada,Kana'ta
Canso,Kamso'q
Cape Breton Island,Unama'kik
Caribou Marsh,Qalipue'kati
Castle Bay,Amkwatik
Chapel Island,Potlotek
Colchester,Apaqtuk
East Bay,We'kwape'k
Edwardsville,Skɨte'kmujua'kik
Eskasoni,We'kistoqnik
Grand Narrows,Tewitk
Guysborough,Setapuktuk
Halifax,Kjipuktuk
Kings Road Reserve,Kun'tew-iktuk
L'Ardoise,Laltue'k
Little Narrows,Tewitke'j
Louisbourg,Lluipu'lk
Mi'kmaq territory,Mi'kma'kik
Moose Lake,Tia'mu-iktuk
Mulgrave,Twi'knek
North Sydney point,Kwesawamkiaq
Pictou,Piktik
Port Hawkesbury,Tui'knek
Price Edward Island,Epekwitk
Pugwash,Pakwek
Seal Island,Mu'kla'qtik
Shubenacadie,Sipekne'katik
St. Peter's,Se'nt Pie'lk
Sydney,Sipu
Sydney,Kjikank
The last land,Kespek
The people of the last land,Kespe'kewaq
Trout Brook,Atoqa'sue'katik
Truro,We'kapekit
Wagmatcook,Waqmɨtkuk
Whycocomagh,We'koma'q
money,Smalki'l
money,Suliewey
Penny,Smalki
Two cents,Tapu'kl smalki'l
Three cents,Ne'siskl smalki'l
Four cents,Newkl smalki'l
Five cents,Nankl smalki'l
Six cents,Asukom te'sɨkl smalki'l
Seven cents,Luiknek te'sɨkl smalki'l
Eight cents,Ukmuljin te'sɨkl smalki'l
Nine cents,Pesqunatek te'sɨkl smalki'l
Ten cents,Newtiska'q te'sɨkl smalki'l
Eleven cents,Newtiska'q jel ne'wtejkl smalki'l
Twelve cents,Newtiska'q jel tapu'kl smalki'l
Thirteen cents,Newtiska'q jel ne'sisk smalki'l
Fourteen cents,Newtiska'q jel ne'wkl smalki'l
Fifteen cents,Newtiska'q jel na'nkl smalki'l
Sixteen cents,Newtiska'q jel asukom te'sɨkl smalki'l
Seventeen cents,Newtiska'q jel l'uiknek te'sɨkl smalki'l
Eighteen cents,Newtiska'q jel ukmuljin te'sɨkl smalki'l
Nineteen cents,Newtiska'q jel pesqunatek te'sɨkl smalki'l
Twenty cents,Tapuiska'ql smalki'l
Twenty-five cents,Kaltiey
Fifty cents,A'qitaik newtaik
One dollar bill,Newtaik
One dollar coin,Newtapskuti
Two dollar bill,Tapuaikl
Two dollar coin,Tapuapskuti
Five dollars,Nanaikl
Ten dollars,Metla'saikl
Twenty dollars,Tapuiskekaikl
Twenty-one dollars,Tapuiskekaikl jel ne'wt
Twenty-two dollars,Tapuiskekaikl jel ta'pu
Twenty-three dollars,Tapuiskekaikl jel si'st
Twenty-four dollars,Tapuiskekaikl jel ne'w
Twenty-five dollars,Tapuiskekaikl jel na'n
Twenty-six dollars,Tapuiskekaikl jel asukom
Twenty-seven dollars,Tapuiskekaikl jel l'uiknek
Twenty-eight dollars,Tapuiskekaikl jel ukmuljin
Twenty-nine dollars,Tapuiskekaikl jel pesqunatek
Thirty dollars,Nesiskekaikl
Forty dollars,Newiskekaikl
Fifty dollars,Naniskekaikl
Sixty dollars,Asukom te'siskekaikl
Seventy dollars,L'uiknek te'siskekaikl
Eighty dollars,Ukmuljin te'siskekaikl
Ninety dollars,Pesqunatek te'siskekaikl
One hundred dollars,Kaskimtlnaqnaikl
One hundred and one dollars,Kaskimtlnaqnaikl jel ne'wt
Two hundred dollars,Tapu kaskimtlnaqnaikl
One thousand dollars,Pituimtlnaqnaikl
Ten thousand dollars,Newtiska'q pituimtlnaqaikl
One million dollars,Kji-pituimtlnaqnaikl
Albert,Kolipie
Andrew,Antle
Ann,A'n
Ben,Pasmay
Bridget,Plsit
Carmel,Ka'ml
Caroline,Kalolin
Catherine,Katlin
Charles,Saln
Christopher,Sakali
Clara,Kele'l
David,Ta'pit
Delores,Telo'lɨs
Edward,Etue'l
Elizabeth,Elsapet
Ester,Leste'l
Frank,Plansue
Gabriel,Kaplie'l
Harriet,Aliet
Helen,Elen
James,Ji'm
James,Sa'ke'j
Jane,Je'n
Janet,Sanet
Janie,Je'ni
John,Sa'n
Joseph,So'sep
Judy,Sutik
Levi,Silɨpay
Little Annie,A'nji'j
Louie,Llui
Louis,L'ui
Louise,Llui's
Madeline,Matle'n
Margaret,Ma'kit
Martin,Maltay
Mary,Mali
Mary Ann,Malia'n
Mary Ellen,Malielen
Mary Rose,Malilo's
Matthew,Mattio
Michael,Mise'l
Noel,Nuel
Patrick,Pa'tlɨk
Peter,Pie'l
Richard,Lisa'l
Roddie,Lo'li
Simon,Paqsima
Stephen,Ekkian
Susan,Susan
Theresa,Santele's
Thomas,Tuma
Veronica,Pelonik
Victor,Pikto'l
William,Sulia'n
One,Newte'jit
Two,Tapusijik
Three,Ne'sijik
Four,Newijik
Five,Nanijik
Six,Asukom Te'sijik
Seven,L'luiknek Te'sijik
Eight,Ukmuljin Te'sijik
Nine,Pesqunatek Te'sijik
Ten,Newtiska'q Te'sijik
One,Newte'k
Two,Tapu'kl
Three,Ne'siskl
Four,Newkl
Five,Nankl
Six,Asukom te'sikl
Seven,L'luiknek te'sikl
Eight,Ukmuljin te'sikl
Nine,Pesqunatek te'sikl
Ten,Newtiska'q te'sikl
One,Ne'wt
Two,Ta'pu
Three,Si'st
Four,Ne'w
Five,Na'n
Six,Asukom
Seven,L'luiknek
Eight,Ukmuljin
Nine,Pesqunatek
Ten,Newtiska'q
Ten,Mtln
Eleven,Newtiska'q jel ne'wt
Twelve,Newtiska'q jel ta'pu
Thirteen,Newtiska'q jel si'st
Fourteen,Newtiska'q jel ne'w
Fifteen,Newtiska'q jel na'n
Sixteen,Newtiska'q jel asukom
Seventeen,Newtiska'q jel l'uiknek
Nineteen,Newtiska'q jel pesqunatek
Twenty,Tapuiska'q
Thirty,Nesiska'q
Forty,Newiska'q
Fifty,Naniska'q
Sixty,Asukom te'siska'q
Seventy,L'uiknek te'siska'q
Eighty,Ukmuljin te'siska'q
Ninety,Pesqunatek te'siska'q
One Hundred,Kaskimtlnaqn
Two hundred,Ta'pu kaskimtlnaqn
Thousand,Pituimtlnaqn
Ten thousand,Pituimtlnaqnepikatun
One Million,Kji-pituimtlnaqn
1 year old,Newtipuna't
2 years old,Tapuipuna't
3 years old,Nesipuna't
4 years old,Newipuna't
5 years old,Nanipuna't
6 years old,Asukom tesipuna't
7 years old,L'uiknek tesipuna't
8 years old,Ukumuljin tesipuna't
9 years old,Peskunate'k tesipuna't
10 years old,Metla'sipuna't
11 years old,Metla'sipuna't jel ne'wt
12 years old,Metla'sipuna't jel ta'pu
13 years old,Metla'sipuna't jel si'st
14 years old,Metla'sipuna't jel ne'w
15 years old,Metla'sipuna't jel na'n
16 years old,Metla'sipuna't jel asukom
17 years old,Metla'sipuna't jel l'uiknek
18 years old,Metla'sipuna't jel ukulmuljin
19 years old,Metla'sipuna't jel peskunatek
20 years old,Tapuiskɨkipuna't
21 years old,Tapuiskɨkipuna't jel ne'wt
30 years old,Nesiskɨkipuna't
40 years old,Newiskɨkipuna't
50 years old,Naniskɨkipuna't
60 years old,Asukom te'siskɨkipuna't
70 years old,L'uiknek te'siskɨkipuna't
80 years old,Ukumuljin te'siskɨkipuna't
90 years old,Pesqunatek te'siskɨkipuna't
100 years old,Kaskimtlnaqnipuna't
Bingo caller,Nujisawet
Bishop,Kjipa'tlia's
Blacksmith,Klaptan
Bricklayer,Elseknawet
Captain,Keptin
Caregiver,Anko'teket
Chief,Saqmaw
Cross bearer,Nikanusk
Crossing guard,Nuji-asoqmlɨka'luet
Dancer,Amalkewinu
Dentist,Nuji-menapito'teket
Doctor,Malpalewit
Firefighter,Nuji-nqasui'ket
Fisher,Nuji-nme'jue'ket
Grand Captain,Kjikeptin
Grand Chief,Kjisaqmaw
Hunter,Netukulit
Interpreter,Nuji-nsɨtmalsewet
Judge,Nuji-tpluteket
Lawyer,Nuji-ikatoqsualuet
Lead singer,Nikanintute'w
Mechanic,Nuji-ilapaqawet
Nun,Aniapsuinu'sk
Nurse,Nuji-npiteket
Oilman,Mimeya'q
Police officer,Ela'qe'mat
Priest,Pa'tlia's
Putu's,Putu's
Sailor,Matlot
Seamstress,Nuji'sawet
Soldier,Sma'knis
Teacher,Nujikina'muet
Far out to sea,Apaqtuk
It is far,Amasek
It is far away,Kinek
It is near,Wejuwowk
Over there,Ala'tet
There,Ala
Alder,Tupsi
Alun,Pepimkewey
American elm,Wikpi
Base of the tree,Jokom
Beech nut,Suomusi
Big old tree,Kokom
Black ash,Wiskoq
Black spruce,Kawatkw
Caraway seed,Puistikna'j
Cherry bush,Maskue'smnaqsi
Choke cherry,Elwimanaqsi
Choke cherry,Maskwenmaqsiey
Cranberry bush,Nipmann
Crowberries,Kaqaju'mann
Daisies,Ɨskɨskl
Dried rotten tree,Jikoqs
Drift wood,Patuo'kn
Drift wood,Wta'nuskl
Dry bark,Pqa'w
Fallen tree,Kuwasɨn
Fir tree,Stoqn
Fir tree blisters,Puku'kowijk
Forest,Kmu'ja'qamitk
Goose berries,Kapaqtejkl
Grey birch,Sepqoqiajk
Ground juniper,Kastik
Gum from tree,Pku'l
Heart of the tree,Wkamulamun
Hemlock,Ksu'sk
Hornbeam,Awelikj
Inside tree,Lamakom
Juniper,Apɨtamkiejit
Leaves of ground red berries,Plawejuimanaqsi
Log/trunk of tree,Tmoqta'w
Lots of trees,Tumkutiaska'qamikt
Maple,Jioqjɨmusi
Moss,Pisaqnatkul
Outside tree,Skitokom
Pine,Kuow
Poison ivy,Kjimsiku
Poplar,Miti
Raspberry,Klitaw
Red ground berries,Wasoqiman
Red maple,Kmu'jijapiey
Red oak,Mimkwanmusi
Red pine tree,Kuowey
Roots,Wjipɨskl
Sesame seed,Kna'ji'j
Spruce gum,Wisapeklaw
Spruce tree,Kawatkw
Starving wood,Epqatuoq
Stump,Ji'kij
Sugar maple,Snaweyey
Sumac,Wjikanmusiey
Thorn bush,Ko'qɨmin
White ash,Aqamoq
White birch,Maskwi
White maple,Malsenawey
White spruce,Kjikmuatkw
Wild roses,Pakaji'jewe'l
Willows,L'muji'jmnaqsi
Wintergreen,Ka'qaujumnaqsi
Witch hazel,Awlikjilmusi
Wood,Kmu'j
Woodlot of fallen dead grey trees,Tumkutiask
Yellow birch,Nipnoqan
Are you going home?,Elmien?
Are you going to bed?,Naji-n'pan?
Are you going to work?,Naji-lukwen?
Are you hungry?,Kewisin?
Are you lost?,Keska'n?
Can I come with you?,Kisi wije'wultis?
Can I help you?,Kisi apoqnmultis?
Can you help me?,Kisi apoqnmuitis?
Did you work today?,Ap-lukwen?
Do you want a drink?,Ketu' samqwan?
Do you want tea?,Ketu' pɨte'man?
Do you want to come with me?,Ketu' wije'win?
Do you want to work?,Ketu' lukwen?
How are you?,Me' tal-wuleyn?
How much is it?,Talawtik?
How old are you?,Tawijeyn?
What are you doing?,Tal-lukwen?
What color is it?,Talamu'k?
What day is it?,Ta'suknik?
What do you want?,Koqoey menuweken?
What is your name?,Taluisin?
What size is it?,Tal-ki'k?
What time is it?,Ta's ajiet?
When?,Ta'nuk?
When are you going?,Ta'nuk elien?
When are you working?,Ta'nuk elukwen?
When did you get here?,Ta'n pekisin?
When did you go?,Ta'n wejien?
Where are you coming from?,Tami wejien?
Where do you belong?,Tami tleyawin?
Where do you live?,Tami wikin?
Where do you work?,Tami elukwen?
Where to?,Tawiju?
Which district do you belong?,Tami wetapeksin?
Who are your parents?,Wenik kujjewijik?
Who is your family?,Wenik kikmaq?
Spring,Siwk
Spring begins,Paniaq
A fine spring,Welisi'wk
Last spring,Sikun
Present spring,Pemisiwk
Next spring,Sikunuk
Summer,Nipk
Every summer,Te'sinipk
Summer before last,Ɨqtikinipn
Last summer,Nipin
Next summer,Nipinuk
Fall,Toqa'q
Winter,Kesik
Mid winter,Miyawipuk
All winter,Newtipuk
Perfect winter,Welipuk
Bareground winter,Metqamipuk
Mild winter,Wetqanipuk
Cold winter,Tekipuk
Hard winter,Metwipuk
Long winter,Amasipuk
Last winter,Ɨksin
Winter is coming,Pejipuk
Next winter,Ɨksinuk
Circle,Empisqa'wik
Diamond,Kalawikk
Heart,Kamlamunikk
Oval,Alwapek
Rectangle,Menjino'qasik
Shapes,Kekknuikl
Square,Tetpisaqik
Star,Kloqowej
Triangle,Nesikk
Morning,Eksitpu'k
Noon,Miyawna'kwek
Day,Na'kwek
Evening,Wela'k
Night,Tepkik
Midnight,Aqtatpa'q
After midnight,Ɨtpuk
All day,Newtikiskik
All night,Newtitpa'q
Every day,Te'sikiskik
Every night,Te'sitpa'q
Day before yesterday,Ɨqtiku'wlaku
Yesterday,Wulaku
Today,Kiskuk
Tonight,Wulo'nuk
Tomorrow,Sapo'nuk
Day after tomorrow,Ɨqtikisapo'nuk
Two days time,Tapukna'q
This morning,Sepay
Tomorrow morning,Eksitpu'nuk
Day is long,Amasikiskik
It is becoming dawn,Wejkwapniaq
Dawn,Kisapniaq
It is getting dark,Piskiaq
It is dark,Poqnitpa'q
One year,Newtipunqek
Two years,Tapuipunqek
Three years,Nesipunqek
Four years,Newipunqek
Five years,Nanipunqek
Six years,Asukom tesipunqek
Seven years,L'luiknek tesipunqek
Eight years,Ukmuljin tesipunqek
Nine years,Pesqunatek tesipunqek
Ten years,Metlasipunqek
Twenty years,Tapuiska'q tesipunqek
Thirty years,Nesiska'q tesipunqek
Forty years,Newiska'q tesipunqek
Fifty years,Naniska'q tesipunqek
One hundred years,Kaskimtlnaqnipunqek
One thousand years,Pituimtlnaqnipunqek
One million years,Kji-pituimtlnaqnipunqek
I am babysitting,Nespi
I am baking,Etoqtey
I am beautiful,Kelu'si
I am brave,Melkitai
I am cold,Kewji
I am combing my hair,Nukwatuko'si
I am coming from,Wejiey
I am cooking,Wissukway
I am craving to eat,Ketutm
I am crawling,Alapeki
I am dancing,Amalkay
I am doing it quickly,Naqsa'tekey
I am dressed nice,Welkutay
I am eating breakfast,Eksitpukataln
I am eating it,Malqutm
I am fasting,Sune'wi
I am fragile,Menaji
I am getting dressed,Ekina'si
I am going,Eliey
I am going to sleep,Najimpay
I am happy,Welta'si
I am having dinner,Wuloqataln
I am having lunch,Miawla'kwataln
I am healthy,Tajikei
I am hot,Epsi
I am hungry,Kewisin
I am inside of,Pisi
I am knocking,Mete'saqte'key
I am letting you know,Kekinua'tul
I am looking over,Elapa'si
I am moving,Aja'si
I am moving backwards,Esata'si
I am packing,Ilpalikay
I am playing,Almi'jkay
I am playing an instrument,Pippukwey
I am playing cards,Ila'skukwey
I am praying,Alasutmay
I am reading,Ekiljey
I am rocking,Alamiey
I am scared,We'kweta'si
I am sewing,Eli'sawey
I am shoveling,Qaliputikey
I am sitting,Pemkopi
I am sledding,Alioqsay
I am sleeping,Nepay
I am sleepy,Ketuksi
I am standing,Kaqami
I am startled,Jipaqatesin
I am strong,Melkiknay
I am taking it out,Ketalqa'tu
I am thinking,Ankita'si
I am untying,Apkw'atu
I am wading in water,Alasukwey
I am washing my body,Kesispa'lsi
I am washing my face,Kasikwa'si
I am wounded,Jiley
I can't reach him/her,Mutepnaq
I can't reach it,Mutepnmu
I hear,Nutm
I like,Kesatm
I love,Kesalk
I need,Nutai
